candidate_id,rank,score,reasoning
CAND_0007009,1,0.991000,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0055992,2,0.991000,"Partial match with Information Retrieval and OpenSearch, but lacks strong production or seniority signals."
CAND_0060054,3,0.991000,Ranking-system experience using Recommendation Systems and core retrieval tools; limited fit for recommendation and retrieval optimization. Solid shipping evidence noted. The candidate's 15-day notice period is a hiring advantage.
CAND_0064326,4,0.991000,Demonstrated search engineering exposure through BM25 and core retrieval tools; provides weak relevance for search-oriented systems. Demonstrates real-world production scale.
CAND_0065195,5,0.991000,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0068811,6,0.991000,"Partial match with OpenSearch and core retrieval tools, but lacks strong production or seniority signals."
CAND_0075249,7,0.991000,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0076251,8,0.991000,"Exposure to ranking pipelines with Learning to Rank and core retrieval tools; demonstrates borderline relevance for ranking acumen. Backed by hands-on deployment experience. The candidate is relevant, though the 60-day notice period requires scheduling flexibility."
CAND_0077337,9,0.991000,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0081846,10,0.991000,Exposure to ranking-oriented retrieval systems using Learning to Rank and Recommendation Systems; provides adequate signal for JD relevance. Supported by strong production deployment history. Alignment with favorable joining timeline.
CAND_0079387,11,0.990000,"Partial match with Recommendation Systems and Learning to Rank, but lacks strong production or seniority signals."
CAND_0018549,12,0.987945,"Partial match with Elasticsearch and OpenSearch, but lacks strong production or seniority signals."
CAND_0043228,13,0.987551,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0083307,14,0.987236,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0010685,15,0.987000,"Partial match with Information Retrieval and Elasticsearch, but lacks strong production or seniority signals."
CAND_0086151,16,0.985731,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0027691,17,0.985000,"Partial match with Recommendation Systems and Learning to Rank, but lacks strong production or seniority signals."
CAND_0030953,18,0.985000,Exposure to ranking components utilizing Learning to Rank and core retrieval tools; borderline fit for core search optimization. Backed by hands-on deployment experience.
CAND_0036437,19,0.985000,"Partial match with OpenSearch and Elasticsearch, but lacks strong production or seniority signals."
CAND_0009024,20,0.984617,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0010770,21,0.983000,Understanding of retrieval relevance and ranking heuristics utilizing Learning to Rank and core retrieval tools; weak alignment with team goals. Demonstrates real-world production scale. Fast availability (30 days) makes this profile actionable.
CAND_0011687,22,0.983000,"Partial match with OpenSearch and core retrieval tools, but lacks strong production or seniority signals."
CAND_0041568,23,0.983000,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0053695,24,0.983000,Understanding of retrieval relevance and ranking heuristics utilizing Recommendation Systems and core retrieval tools; partial alignment with team goals. Demonstrates real-world production scale. The candidate's 15-day notice period is a hiring advantage.
CAND_0014440,25,0.982438,"Partial match with Elasticsearch and core retrieval tools, but lacks strong production or seniority signals."
CAND_0008425,26,0.981000,"Experience with retrieval and ranking-related systems using Learning to Rank and Recommendation Systems; weak candidate for the recommendation systems team. Supported by strong production deployment history. A strong candidate, however the 90-day joining timeline is less than ideal."
CAND_0018499,27,0.981000,Experience with retrieval and ranking-related systems using Recommendation Systems and Learning to Rank; weak candidate for the recommendation systems team. Supported by strong production deployment history. The candidate's 15-day notice period is a hiring advantage.
CAND_0026532,28,0.981000,"Partial match with Information Retrieval and core retrieval tools, but lacks strong production or seniority signals."
CAND_0039383,29,0.981000,"Exposure to ranking pipelines with Recommendation Systems and core retrieval tools; demonstrates borderline relevance for ranking acumen. Backed by hands-on deployment experience. The candidate is relevant, though the 90-day notice period requires scheduling flexibility."
CAND_0039754,30,0.981000,Hands-on search-platform experience with OpenSearch and BM25; shows borderline alignment with ranking-heavy JD. Backed by hands-on deployment experience. The candidate's 30-day notice period is a hiring advantage.
